URL,Name,V3
http://www.kibutu.com/kibutu.php?university=kitazato,北里大学,2
http://www.kibutu.com/kibutu.php?university=kyouritu_josi,共立女子大学,1
http://www.kibutu.com/kibutu.php?university=kyouritu_yakka,共立薬科大学,0
http://www.kibutu.com/kibutu.php?university=kyourinn,杏林大学,1
http://www.kibutu.com/kibutu.php?university=kunitati_onngaku,国立音楽大学,0
http://www.kibutu.com/kibutu.php?university=keiou_gijuku,慶應義塾大学,4
http://www.kibutu.com/kibutu.php?university=keisenn_jogakuenn,恵泉女学園大学,0
http://www.kibutu.com/kibutu.php?university=kougakuinn,工学院大学,1
http://www.kibutu.com/kibutu.php?university=kokugakuinn,國學院大學,21
http://www.kibutu.com/kibutu.php?university=icu,国際基督教大学,1
http://www.kibutu.com/kibutu.php?university=kokusikann,国士舘大学,68
http://www.kibutu.com/kibutu.php?university=komazawa,駒澤大学,18
http://www.kibutu.com/kibutu.php?university=komazawa_josi,駒沢女子大学,0
http://www.kibutu.com/kibutu.php?university=zissenn_josi,実践女子大学,0
http://www.kibutu.com/kibutu.php?university=sibaura_kougyou,芝浦工業大学,1
http://www.kibutu.com/kibutu.php?university=junntenndou,順天堂大学,0
http://www.kibutu.com/kibutu.php?university=jouti,上智大学,0
http://www.kibutu.com/kibutu.php?university=syouwa,昭和大学,9
http://www.kibutu.com/kibutu.php?university=syouwa_josi,昭和女子大学,15
http://www.kibutu.com/kibutu.php?university=syouwa_yakka,昭和薬科大学,0
http://www.kibutu.com/kibutu.php?university=josi_bijutu,女子美術大学,0
http://www.kibutu.com/kibutu.php?university=sirayuri_josi,白百合女子大学,0
http://www.kibutu.com/kibutu.php?university=sugino_hukusyoku,杉野服飾大学,0
http://www.kibutu.com/kibutu.php?university=seikei,成蹊大学,0
http://www.kibutu.com/kibutu.php?university=seijou,成城大学,7
http://www.kibutu.com/kibutu.php?university=seisinn_josi,聖心女子大学,0
http://www.kibutu.com/kibutu.php?university=seisenn_josi,清泉女子大学,0
http://www.kibutu.com/kibutu.php?university=seibo,聖母大学,6
http://www.kibutu.com/kibutu.php?university=seiroka_kanngo,聖路加看護大学,0
http://www.kibutu.com/kibutu.php?university=sennsyuu,専修大学,14
http://www.kibutu.com/kibutu.php?university=souka,創価大学,0
http://www.kibutu.com/kibutu.php?university=taisyou,大正大学,22
http://www.kibutu.com/kibutu.php?university=daitou_bunnka,大東文化大学,3
http://www.kibutu.com/kibutu.php?university=takatiho,高千穂大学,0
http://www.kibutu.com/kibutu.php?university=takusyoku,拓殖大学,2
http://www.kibutu.com/kibutu.php?university=tama,多摩大学,0
http://www.kibutu.com/kibutu.php?university=tamagawa,玉川大学,0
http://www.kibutu.com/kibutu.php?university=tama_bijutu,多摩美術大学,0
http://www.kibutu.com/kibutu.php?university=tyuuou,中央大学,60
http://www.kibutu.com/kibutu.php?university=tudajuku,津田塾大学,0
http://www.kibutu.com/kibutu.php?university=teikyou,帝京大学,605
http://www.kibutu.com/kibutu.php?university=toukai,東海大学,2
http://www.kibutu.com/kibutu.php?university=toukyou_ika,東京医科大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_onngaku,東京音楽大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_kasei,東京家政大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_kasei_gakuinn,東京家政学院大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_keizai,東京経済大学,16
http://www.kibutu.com/kibutu.php?university=toukyou_kouka,東京工科大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_kougei,東京工芸大学,1
http://www.kibutu.com/kibutu.php?university=toukyou_sika,"東京歯科大学 
        ",0
http://www.kibutu.com/kibutu.php?university=toukyou_zikeikai_ika,東京慈恵会医科大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_junnsinn_josi,東京純心女子大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_jogakukann,"東京女学館大学 
        ",0
http://www.kibutu.com/kibutu.php?university=toukyou_josi,東京女子大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_josi_ika,東京女子医科大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_josi_taiiku,東京女子体育大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_sinngaku,東京神学大学,0
